scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Lensia conoidea,Lensia conoidea,"Lensia conoidea (Keferstein & Ehlers, 1860)",5093,135426,"(Keferstein & Ehlers, 1860)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia conoidea,Siphonophore,urn:lsid:marinespecies.org:taxname:135426
Lensia cossack,Lensia cossack,"Lensia cossack Totton, 1941",5094,135427,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia cossack,Siphonophore,urn:lsid:marinespecies.org:taxname:135427
Lensia exeter,Lensia exeter,"Lensia exeter Totton, 1941",5095,135428,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia exeter,Siphonophore,urn:lsid:marinespecies.org:taxname:135428
Lensia fowleri,Lensia fowleri,"Lensia fowleri (Bigelow, 1911)",5096,135429,"(Bigelow, 1911)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia fowleri,Siphonophore,urn:lsid:marinespecies.org:taxname:135429
Lensia grimaldii,Lensia grimaldi,"Lensia grimaldii Leloup, 1933",5097,135430,"Leloup, 1933",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia grimaldii,Siphonophore,urn:lsid:marinespecies.org:taxname:135430
Lensia hardy,Lensia hardy,"Lensia hardy Totton, 1941",5098,387265,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia hardy,Siphonophore,urn:lsid:marinespecies.org:taxname:387265
Lensia havock,Lensia havock,"Lensia havock Totton, 1941",5099,135431,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia havock,Siphonophore,urn:lsid:marinespecies.org:taxname:135431
Lensia hostile,Lensia hostile,"Lensia hostile Totton, 1941",5100,135432,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia hostile,Siphonophore,urn:lsid:marinespecies.org:taxname:135432
Lensia hotspur,Lensia hotspur,"Lensia hotspur Totton, 1941",5101,135433,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia hotspur,Siphonophore,urn:lsid:marinespecies.org:taxname:135433
Lensia hunter,Lensia hunter,"Lensia hunter Totton, 1941",5102,287257,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia hunter,Siphonophore,urn:lsid:marinespecies.org:taxname:287257
Lensia leloupi,Lensia leloupi,"Lensia leloupi Totton, 1954",5103,287261,"Totton, 1954",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia leloupi,Siphonophore,urn:lsid:marinespecies.org:taxname:287261
Lensia lelouveteau,Lensia lelouveteau,"Lensia lelouveteau Totton, 1941",5104,135434,"Totton, 1941",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia lelouveteau,Siphonophore,urn:lsid:marinespecies.org:taxname:135434
Lensia meteori,Lensia meteori,"Lensia meteori (Leloup, 1934)",5105,135435,"(Leloup, 1934)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia meteori,Siphonophore,urn:lsid:marinespecies.org:taxname:135435
Lensia multicristata,Lensia multicristata,"Lensia multicristata (Moser, 1925)",5106,135436,"(Moser, 1925)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia multicristata,Siphonophore,urn:lsid:marinespecies.org:taxname:135436
Lensia subtilis,Lensia subtilis,"Lensia subtilis (Chun, 1886)",5107,135439,"(Chun, 1886)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia subtilis,Siphonophore,urn:lsid:marinespecies.org:taxname:135439
Lensia subtiloides,Lensia subtiloides,"Lensia subtiloides (Lens & van Riemsdijk, 1908)",5108,135440,"(Lens & van Riemsdijk, 1908)",220,Species,135365,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia subtiloides,Siphonophore,urn:lsid:marinespecies.org:taxname:135440
Lilyopsis,Lilyopsis,"Lilyopsis Chun, 1885",5109,135372,"Chun, 1885",180,Genus,151530,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Lilyopsis,,Siphonophore,urn:lsid:marinespecies.org:taxname:135372
Lilyopsis medusa,Lilyopsis rosea,"Lilyopsis medusa (Metschnikoff & Metschnikoff, 1871)",5110,430685,"(Metschnikoff & Metschnikoff, 1871)",220,Species,135372,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Lilyopsis,Lilyopsis medusa,Siphonophore,urn:lsid:marinespecies.org:taxname:430685
Lychnagalma,Lychnagalma,"Lychnagalma Haeckel, 1888",5111,135390,"Haeckel, 1888",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Lychnagalma,,Siphonophore,urn:lsid:marinespecies.org:taxname:135390
Lychnagalma utricularia,Lychnagalma utricularia,"Lychnagalma utricularia (Claus, 1879)",5112,135492,"(Claus, 1879)",220,Species,135390,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Lychnagalma,Lychnagalma utricularia,Siphonophore,urn:lsid:marinespecies.org:taxname:135492
Maresearsia,Maresearsia,"Maresearsia Totton, 1954",5113,135373,"Totton, 1954",180,Genus,151529,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Maresearsia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135373
Maresearsia praeclara,Maresearsia praeclara,"Maresearsia praeclara Totton, 1954",5114,135460,"Totton, 1954",220,Species,135373,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Maresearsia,Maresearsia praeclara,Siphonophore,urn:lsid:marinespecies.org:taxname:135460
Marrus,Marrus,"Marrus Totton, 1954",5115,135391,"Totton, 1954",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,,Siphonophore,urn:lsid:marinespecies.org:taxname:135391
Marrus antarcticus,Marrus antarcticus,"Marrus antarcticus Totton, 1954",5116,135493,"Totton, 1954",220,Species,135391,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,Marrus antarcticus,Siphonophore,urn:lsid:marinespecies.org:taxname:135493
Marrus orthocanna,Marrus orthocanna,"Marrus orthocanna (Kramp, 1942)",5117,135494,"(Kramp, 1942)",220,Species,135391,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,Marrus orthocanna,Siphonophore,urn:lsid:marinespecies.org:taxname:135494
Melophysa,Melophysa,"Melophysa Haeckel, 1888",5118,135395,"Haeckel, 1888",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Melophysa,,Siphonophore,urn:lsid:marinespecies.org:taxname:135395
Melophysa melo,Melophysa melo,"Melophysa melo (Quoy & Gaimard, 1827)",5119,135499,"(Quoy & Gaimard, 1827)",220,Species,135395,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Melophysa,Melophysa melo,Siphonophore,urn:lsid:marinespecies.org:taxname:135499
Muggiaea,Muggiaea,"Muggiaea Busch, 1851",5120,135366,"Busch, 1851",180,Genus,151532,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,,Siphonophore,urn:lsid:marinespecies.org:taxname:135366
Muggiaea atlantica,Muggiaea atlantica,"Muggiaea atlantica Cunningham, 1892",5121,135441,"Cunningham, 1892",220,Species,135366,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea atlantica,Siphonophore,urn:lsid:marinespecies.org:taxname:135441
Muggiaea atlantica,Muggiea atlantica,"Muggiaea atlantica Cunningham, 1892",5121,135441,"Cunningham, 1892",220,Species,135366,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea atlantica,Siphonophore,urn:lsid:marinespecies.org:taxname:135441
Muggiaea bargmannae,Muggiaea bargmannae,"Muggiaea bargmannae Totton, 1954",5122,135442,"Totton, 1954",220,Species,135366,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea bargmannae,Siphonophore,urn:lsid:marinespecies.org:taxname:135442
Muggiaea kochii,Muggiaea kochi,"Muggiaea kochii (Will, 1844)",5123,135444,"(Will, 1844)",220,Species,135366,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea kochii,Siphonophore,urn:lsid:marinespecies.org:taxname:135444
Muggiaea kochii,Muggiaea kochii,"Muggiaea kochii (Will, 1844)",5123,135444,"(Will, 1844)",220,Species,135366,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea kochii,Siphonophore,urn:lsid:marinespecies.org:taxname:135444
Nanomia,Nanomia,"Nanomia A. Agassiz, 1865",5124,135392,"A. Agassiz, 1865",180,Genus,135344,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135392
Nanomia bijuga,Nanomia bijuga,"Nanomia bijuga (Delle Chiaje, 1844)",5125,135495,"(Delle Chiaje, 1844)",220,Species,135392,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga,Siphonophore,urn:lsid:marinespecies.org:taxname:135495
Nanomia cara,Nanomia cara,"Nanomia cara Agassiz, 1865",5126,135496,"Agassiz, 1865",220,Species,135392,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia cara,Siphonophore,urn:lsid:marinespecies.org:taxname:135496
Nectadamas,Nectadamas,"Nectadamas Pugh, 1992",5127,135374,"Pugh, 1992",180,Genus,151531,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectadamas,,Siphonophore,urn:lsid:marinespecies.org:taxname:135374
Nectadamas diomedeae,Nectadamas diomedeae,"Nectadamas diomedeae (Bigelow, 1911)",5128,135461,"(Bigelow, 1911)",220,Species,135374,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectadamas,Nectadamas diomedeae,Siphonophore,urn:lsid:marinespecies.org:taxname:135461
Nectadamas richardi,Nectadamas richardi,"Nectadamas richardi Pugh, 1992",5129,135462,"Pugh, 1992",220,Species,135374,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectadamas,Nectadamas richardi,Siphonophore,urn:lsid:marinespecies.org:taxname:135462
Nectopyramidinae,Nectopyramidinae,"Nectopyramidinae Bigelow, 1911",5130,151531,"Bigelow, 1911",150,Subfamily,135340,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:151531
Nectopyramis,Nectopyramis,"Nectopyramis Bigelow, 1911",5131,135375,"Bigelow, 1911",180,Genus,151531,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectopyramis,,Siphonophore,urn:lsid:marinespecies.org:taxname:135375
Nectopyramis natans,Nectopyramis natans,"Nectopyramis natans (Bigelow, 1911)",5132,135463,"(Bigelow, 1911)",220,Species,135375,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectopyramis,Nectopyramis natans,Siphonophore,urn:lsid:marinespecies.org:taxname:135463
Nectopyramis thetis,Nectopyramis thetis,"Nectopyramis thetis Bigelow, 1911",5133,135465,"Bigelow, 1911",220,Species,135375,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Nectopyramis,Nectopyramis thetis,Siphonophore,urn:lsid:marinespecies.org:taxname:135465
Physalia,Physalia,"Physalia Lamarck, 1801",5134,135382,"Lamarck, 1801",180,Genus,135342,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia,,Siphonophore,urn:lsid:marinespecies.org:taxname:135382
Physalia physalis,Physalia physalis,"Physalia physalis (Linnaeus, 1758)",5135,135479,"(Linnaeus, 1758)",220,Species,135382,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia,Physalia physalis,Siphonophore,urn:lsid:marinespecies.org:taxname:135479
Physaliidae,Physaliidae,"Physaliidae Brandt, 1835",5136,135342,"Brandt, 1835",140,Family,135334,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135342
Physonectae,Physonectae,"Physonectae Haeckel, 1888",5137,135335,"Haeckel, 1888",110,Suborder,1371,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135335
Physophora,Physophora,"Physophora Forsskål, 1775",5138,135397,"Forsskål, 1775",180,Genus,135348,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,Physophora,,Siphonophore,urn:lsid:marinespecies.org:taxname:135397
Physophora hydrostatica,Physophora hydrostatica,"Physophora hydrostatica Forsskål, 1775",5139,135504,"Forsskål, 1775",220,Species,135397,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,Physophora,Physophora hydrostatica,Siphonophore,urn:lsid:marinespecies.org:taxname:135504
Physophoridae,Physophoridae,"Physophoridae Eschscholtz, 1829",5140,135348,"Eschscholtz, 1829",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135348
Praya,Praya,"Praya Quoy & Gaimard in de Blainville, 1834",5141,135376,"Quoy & Gaimard in de Blainville, 1834",180,Genus,151530,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,,Siphonophore,urn:lsid:marinespecies.org:taxname:135376
Praya dubia,Praya dubia,"Praya dubia (Quoy & Gaimard, 1833)",5142,135466,"(Quoy & Gaimard, 1833)",220,Species,135376,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya dubia,Siphonophore,urn:lsid:marinespecies.org:taxname:135466
Praya reticulata,Praya reticulata,"Praya reticulata (Bigelow, 1911)",5143,135467,"(Bigelow, 1911)",220,Species,135376,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya reticulata,Siphonophore,urn:lsid:marinespecies.org:taxname:135467
Prayidae,Prayidae,"Prayidae Kölliker, 1853",5144,135340,"Kölliker, 1853",140,Family,135333,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135340
Prayinae,Prayinae,"Prayinae Chun, 1897",5145,151530,"Chun, 1897",150,Subfamily,135340,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:151530
Pyrostephidae,Pyrostephidae,"Pyrostephidae Moser, 1925",5146,135349,"Moser, 1925",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135349
Pyrostephos,Pyrostephos,"Pyrostephos Moser, 1925",5147,231557,"Moser, 1925",180,Genus,135349,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Pyrostephos,,Siphonophore,urn:lsid:marinespecies.org:taxname:231557
Pyrostephos vanhoeffeni,Pyrostephos vanhoeffeni,"Pyrostephos vanhoeffeni Moser, 1925",5148,231599,"Moser, 1925",220,Species,231557,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Pyrostephos,Pyrostephos vanhoeffeni,Siphonophore,urn:lsid:marinespecies.org:taxname:231599
Resomia,Moseria,"Resomia Pugh, 2006",5149,708920,"Pugh, 2006",180,Genus,708919,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Resomiidae,Resomia,,Siphonophore,urn:lsid:marinespecies.org:taxname:708920
Resomia convoluta,Resomia convoluta,"Resomia convoluta (Moser, 1925)",5150,290967,"(Moser, 1925)",220,Species,708920,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Resomiidae,Resomia,Resomia convoluta,Siphonophore,urn:lsid:marinespecies.org:taxname:290967
Resomiidae,Resomiidae,"Resomiidae Pugh, 2006",5151,708919,"Pugh, 2006",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Resomiidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:708919
Rhizophysa,Rhizophysa,"Rhizophysa Péron & Lesueur, 1807",5152,135384,"Péron & Lesueur, 1807",180,Genus,135343,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,Rhizophysa,,Siphonophore,urn:lsid:marinespecies.org:taxname:135384
Rhizophysa eysenhardtii,Rhizophysa etsenhardii,"Rhizophysa eysenhardtii Gegenbaur, 1859",5153,135481,"Gegenbaur, 1859",220,Species,135384,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,Rhizophysa,Rhizophysa eysenhardtii,Siphonophore,urn:lsid:marinespecies.org:taxname:135481
Rhizophysa eysenhardtii,Rhizophysa eysenhardti,"Rhizophysa eysenhardtii Gegenbaur, 1859",5153,135481,"Gegenbaur, 1859",220,Species,135384,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,Rhizophysa,Rhizophysa eysenhardtii,Siphonophore,urn:lsid:marinespecies.org:taxname:135481
Rhizophysa filiformis,Rhizophysa filiformis,"Rhizophysa filiformis (Forsskål, 1775)",5154,135482,"(Forsskål, 1775)",220,Species,135384,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,Rhizophysa,Rhizophysa filiformis,Siphonophore,urn:lsid:marinespecies.org:taxname:135482
Rhizophysidae,Rhizophysidae,"Rhizophysidae Brandt, 1835",5155,135343,"Brandt, 1835",140,Family,135334,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135343
Rhodalia,Rhodalia,"Rhodalia Haeckel, 1888",5156,267807,"Haeckel, 1888",180,Genus,135350,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Rhodalia,,Siphonophore,urn:lsid:marinespecies.org:taxname:267807
Rhodalia miranda,Rhodalia miranda,"Rhodalia miranda Haeckel, 1888",5157,290984,"Haeckel, 1888",220,Species,267807,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Rhodalia,Rhodalia miranda,Siphonophore,urn:lsid:marinespecies.org:taxname:290984
Rhodaliidae,Rhodaliidae,"Rhodaliidae Haeckel, 1888",5158,135350,"Haeckel, 1888",140,Family,135335,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135350
Rosacea,Rosacea,"Rosacea Quoy & Gaimard, 1827",5159,135379,"Quoy & Gaimard, 1827",180,Genus,151530,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Rosacea,,Siphonophore,urn:lsid:marinespecies.org:taxname:135379
Rosacea cymbiformis,Rosacea cymbiformis,"Rosacea cymbiformis (Delle Chiaje, 1830)",5160,135470,"(Delle Chiaje, 1830)",220,Species,135379,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Rosacea,Rosacea cymbiformis,Siphonophore,urn:lsid:marinespecies.org:taxname:135470
Rosacea plicata,Rosacea plicata,"Rosacea plicata Bigelow, 1911",5161,135471,"Bigelow, 1911",220,Species,135379,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Rosacea,Rosacea plicata,Siphonophore,urn:lsid:marinespecies.org:taxname:135471
Rudjakovia,Rudjakovia,"Rudjakovia Margulis, 1982",5162,267816,"Margulis, 1982",180,Genus,135349,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Rudjakovia,,Siphonophore,urn:lsid:marinespecies.org:taxname:267816
Rudjakovia plicata,Stepanjantsia polymorpha,"Rudjakovia plicata Margulis, 1982",5163,290999,"Margulis, 1982",220,Species,267859,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Pyrostephidae,Rudjakovia,Rudjakovia plicata,Siphonophore,urn:lsid:marinespecies.org:taxname:290999
Siphonophorae,Siphonophorae,"Siphonophorae Eschscholtz, 1829",5164,1371,"Eschscholtz, 1829",100,Order,19494,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,,Siphonophore,urn:lsid:marinespecies.org:taxname:1371
Siphonophorae,Siphonophora,"Siphonophorae Eschscholtz, 1829",5164,1371,"Eschscholtz, 1829",100,Order,19494,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,,Siphonophore,urn:lsid:marinespecies.org:taxname:1371
Sphaeronectes,Sphaeronectes,"Sphaeronectes Huxley, 1859",5165,135381,"Huxley, 1859",180,Genus,135341,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135381
Sphaeronectes irregularis,Sphaeronectes irregularis,"Sphaeronectes irregularis (Claus, 1873)",5166,135478,"(Claus, 1873)",220,Species,135381,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes irregularis,Siphonophore,urn:lsid:marinespecies.org:taxname:135478
Sphaeronectes koellikeri,Sphaeronectes gracilis,"Sphaeronectes koellikeri Huxley, 1859",5167,152189,"Huxley, 1859",220,Species,135381,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes koellikeri,Siphonophore,urn:lsid:marinespecies.org:taxname:152189
Sphaeronectes koellikeri,Sphaeronectes koellikeri,"Sphaeronectes koellikeri Huxley, 1859",5167,152189,"Huxley, 1859",220,Species,135381,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes koellikeri,Siphonophore,urn:lsid:marinespecies.org:taxname:152189
Sphaeronectes koellikeri,Sphaeronectes kollikeri,"Sphaeronectes koellikeri Huxley, 1859",5167,152189,"Huxley, 1859",220,Species,135381,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes koellikeri,Siphonophore,urn:lsid:marinespecies.org:taxname:152189
Sphaeronectidae,Sphaeronectidae,"Sphaeronectidae Huxley, 1859",5168,135341,"Huxley, 1859",140,Family,135333,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,,,Siphonophore,urn:lsid:marinespecies.org:taxname:135341
Stephanomia amphytridis,Halistemma amphytridis,"Stephanomia amphytridis Lesueur & Petit, 1807",5169,387271,"Lesueur & Petit, 1807",220,Species,135389,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Stephanomia,Stephanomia amphytridis,Siphonophore,urn:lsid:marinespecies.org:taxname:387271
Stephanophyes,Stephanophyes,"Stephanophyes Chun, 1888",5170,135380,"Chun, 1888",180,Genus,151530,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Stephanophyes,,Siphonophore,urn:lsid:marinespecies.org:taxname:135380
Stephanophyes superba,Stephanophyes superba,"Stephanophyes superba Chun, 1888",5171,135473,"Chun, 1888",220,Species,135380,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Stephanophyes,Stephanophyes superba,Siphonophore,urn:lsid:marinespecies.org:taxname:135473
Sulculeolaria,Sulculeolaria,"Sulculeolaria Blainville, 1830",5172,135367,"Blainville, 1830",180,Genus,152174,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Sulculeolaria,,Siphonophore,urn:lsid:marinespecies.org:taxname:135367
Sulculeolaria biloba,Sulculeolaria biloba,"Sulculeolaria biloba (Sars, 1846)",5173,135445,"(Sars, 1846)",220,Species,135367,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Sulculeolaria,Sulculeolaria biloba,Siphonophore,urn:lsid:marinespecies.org:taxname:135445
Sulculeolaria chuni,Sulculeolaria chuni,"Sulculeolaria chuni (Lens & van Riemsdijk, 1908)",5174,135446,"(Lens & van Riemsdijk, 1908)",220,Species,135367,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Sulculeolaria,Sulculeolaria chuni,Siphonophore,urn:lsid:marinespecies.org:taxname:135446
Sulculeolaria monoica,Sulculeolaria monoica,"Sulculeolaria monoica (Chun, 1888)",5175,196553,"(Chun, 1888)",220,Species,135367,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Sulculeolaria,Sulculeolaria monoica,Siphonophore,urn:lsid:marinespecies.org:taxname:196553
