scientificName,verbatimScientificName,acceptedNameUsage,taxonID,aphiaID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,majorgroup,acceptedNameUsageID
Amallothrix mollis,Amallothrix mollis,"Amallothrix mollis (Esterly, 1913)",438,220864,"(Esterly, 1913)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix mollis,Calanoid,urn:lsid:marinespecies.org:taxname:220864
Amallothrix obscura,Amallothrix obscura,"Amallothrix obscura (Roe, 1975)",439,361594,"(Roe, 1975)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix obscura,Calanoid,urn:lsid:marinespecies.org:taxname:361594
Amallothrix parafalcifer,Amallothrix parafalcifer,"Amallothrix parafalcifer (Park, 1980)",440,341256,"(Park, 1980)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix parafalcifer,Calanoid,urn:lsid:marinespecies.org:taxname:341256
Amallothrix paravalida,Amallothrix paravalida,"Amallothrix paravalida (Brodsky, 1950)",441,104772,"(Brodsky, 1950)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix paravalida,Calanoid,urn:lsid:marinespecies.org:taxname:104772
Amallothrix propinqua,Amallothrix propinqua,"Amallothrix propinqua (Sars G.O., 1920)",442,356948,"(Sars G.O., 1920)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix propinqua,Calanoid,urn:lsid:marinespecies.org:taxname:356948
Amallothrix pseudoarcuata,Amallothrix pseudoarcuata,"Amallothrix pseudoarcuata (Park, 1970)",443,104773,"(Park, 1970)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix pseudoarcuata,Calanoid,urn:lsid:marinespecies.org:taxname:104773
Amallothrix pseudopropinqua,Amallothrix pseudopropinqua,"Amallothrix pseudopropinqua (Park, 1980)",444,345718,"(Park, 1980)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix pseudopropinqua,Calanoid,urn:lsid:marinespecies.org:taxname:345718
Amallothrix robusta,Amallothrix robusta,"Amallothrix robusta (Scott T., 1894)",445,104774,"(Scott T., 1894)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix robusta,Calanoid,urn:lsid:marinespecies.org:taxname:104774
Amallothrix sarsi,Amallothrix sarsi,"Amallothrix sarsi Rose, 1942",446,104775,"Rose, 1942",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix sarsi,Calanoid,urn:lsid:marinespecies.org:taxname:104775
Amallothrix spinata,Amallothrix spinata,"Amallothrix spinata (Tanaka, 1962)",447,361595,"(Tanaka, 1962)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix spinata,Calanoid,urn:lsid:marinespecies.org:taxname:361595
Amallothrix tenuiserrata,Amallothrix tenuiserrata,"Amallothrix tenuiserrata (Giesbrecht, 1893)",448,356949,"(Giesbrecht, 1893)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix tenuiserrata,Calanoid,urn:lsid:marinespecies.org:taxname:356949
Amallothrix tenuiserrata,Scolecithricella tenuiserrata,"Amallothrix tenuiserrata (Giesbrecht, 1893)",448,356949,"(Giesbrecht, 1893)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix tenuiserrata,Calanoid,urn:lsid:marinespecies.org:taxname:356949
Amallothrix timida,Amallothrix timida,"Amallothrix timida (Tanaka, 1962)",449,361596,"(Tanaka, 1962)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix timida,Calanoid,urn:lsid:marinespecies.org:taxname:361596
Amallothrix tropica,Amallothrix tropica,"Amallothrix tropica (Grice, 1962)",450,361597,"(Grice, 1962)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix tropica,Calanoid,urn:lsid:marinespecies.org:taxname:361597
Amallothrix valens,Amallothrix valens,"Amallothrix valens (Farran, 1926)",451,356950,"(Farran, 1926)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix valens,Calanoid,urn:lsid:marinespecies.org:taxname:356950
Amallothrix valida,Amallothrix valida,"Amallothrix valida (Farran, 1908)",452,220858,"(Farran, 1908)",220,Species,104221,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Amallothrix,Amallothrix valida,Calanoid,urn:lsid:marinespecies.org:taxname:220858
Anawekia,Anawekia,"Anawekia Othman & Greenwood, 1994",453,346087,"Othman & Greenwood, 1994",180,Genus,104083,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Anawekia,,Calanoid,urn:lsid:marinespecies.org:taxname:346087
Anawekia bilobata,Anawekia bilobata,"Anawekia bilobata Othman & Greenwood, 1994",454,346088,"Othman & Greenwood, 1994",220,Species,346087,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Anawekia,Anawekia bilobata,Calanoid,urn:lsid:marinespecies.org:taxname:346088
Anawekia robusta,Anawekia robusta,"Anawekia robusta Othman & Greenwood, 1994",455,346092,"Othman & Greenwood, 1994",220,Species,346087,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Anawekia,Anawekia robusta,Calanoid,urn:lsid:marinespecies.org:taxname:346092
Anawekia spinosa,Anawekia spinosa,"Anawekia spinosa Othman & Greenwood, 1994",456,346097,"Othman & Greenwood, 1994",220,Species,346087,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Anawekia,Anawekia spinosa,Calanoid,urn:lsid:marinespecies.org:taxname:346097
Anomalocera,Anomalocera,"Anomalocera Templeton, 1837",457,104206,"Templeton, 1837",180,Genus,104097,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,,Calanoid,urn:lsid:marinespecies.org:taxname:104206
Anomalocera opalus,Anomalocera opalus,"Anomalocera opalus Pennell, 1976",458,157665,"Pennell, 1976",220,Species,104206,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Anomalocera opalus,Calanoid,urn:lsid:marinespecies.org:taxname:157665
Anomalocera ornata,Anomalocera ornata,"Anomalocera ornata Sutcliffe, 1949",459,346101,"Sutcliffe, 1949",220,Species,104206,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Anomalocera ornata,Calanoid,urn:lsid:marinespecies.org:taxname:346101
Anomalocera patersonii,Anomalocera patersoni,"Anomalocera patersonii Templeton, 1837",460,364368,"Templeton, 1837",220,Species,104206,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Anomalocera patersonii,Calanoid,urn:lsid:marinespecies.org:taxname:364368
Anomalocera patersonii,Anomalocera patersonii,"Anomalocera patersonii Templeton, 1837",460,364368,"Templeton, 1837",220,Species,104206,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Anomalocera patersonii,Calanoid,urn:lsid:marinespecies.org:taxname:364368
Archescolecithrix,Archescolecithrix,"Archescolecithrix Vyshkvartzeva in Vyskvartzeva, 1989",461,104222,"Vyshkvartzeva in Vyskvartzeva, 1989",180,Genus,104103,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Archescolecithrix,,Calanoid,urn:lsid:marinespecies.org:taxname:104222
Archescolecithrix auropecten,Archescolecithrix auropecten,"Archescolecithrix auropecten (Giesbrecht, 1893)",462,104776,"(Giesbrecht, 1893)",220,Species,104222,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Archescolecithrix,Archescolecithrix auropecten,Calanoid,urn:lsid:marinespecies.org:taxname:104776
Archidiaptomus,Archidiaptomus,"Archidiaptomus Madhupratap & Haridas, 1978",463,346104,"Madhupratap & Haridas, 1978",180,Genus,104100,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Archidiaptomus,,Calanoid,urn:lsid:marinespecies.org:taxname:346104
Archidiaptomus aroorus,Archidiaptomus aroorus,"Archidiaptomus aroorus Madhupratap & Haridas, 1978",464,346105,"Madhupratap & Haridas, 1978",220,Species,346104,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Archidiaptomus,Archidiaptomus aroorus,Calanoid,urn:lsid:marinespecies.org:taxname:346105
Arctokonstantinidae,Arctokonstantinidae,"Arctokonstantinidae Markhaseva & Kosobokova, 2001",465,345948,"Markhaseva & Kosobokova, 2001",140,Family,1100,Animalia,Arthropoda,Copepoda,Calanoida,Arctokonstantinidae,,,Calanoid,urn:lsid:marinespecies.org:taxname:345948
Arctokonstantinus,Arctokonstantinus,"Arctokonstantinus Markhaseva & Kosobokova, 2001",466,346110,"Markhaseva & Kosobokova, 2001",180,Genus,345948,Animalia,Arthropoda,Copepoda,Calanoida,Arctokonstantinidae,Arctokonstantinus,,Calanoid,urn:lsid:marinespecies.org:taxname:346110
Arctokonstantinus hardingi,Arctokonstantinus hardingi,"Arctokonstantinus hardingi Markhaseva & Kosobokova, 2001",467,346111,"Markhaseva & Kosobokova, 2001",220,Species,346110,Animalia,Arthropoda,Copepoda,Calanoida,Arctokonstantinidae,Arctokonstantinus,Arctokonstantinus hardingi,Calanoid,urn:lsid:marinespecies.org:taxname:346111
Arietellidae,Arietellidae,"Arietellidae Sars G.O., 1902",468,104076,"Sars G.O., 1902",140,Family,1100,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,,,Calanoid,urn:lsid:marinespecies.org:taxname:104076
Arietellus,Arietellus,"Arietellus Giesbrecht, 1893",469,104130,"Giesbrecht, 1893",180,Genus,104076,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,,Calanoid,urn:lsid:marinespecies.org:taxname:104130
Arietellus aculeatus,Arietellus aculeatus,"Arietellus aculeatus (Scott T., 1894)",470,104347,"(Scott T., 1894)",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus aculeatus,Calanoid,urn:lsid:marinespecies.org:taxname:104347
Arietellus acutus,Arietellus acutus,"Arietellus acutus Heinrich, 2003",471,346112,"Heinrich, 2003",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus acutus,Calanoid,urn:lsid:marinespecies.org:taxname:346112
Arietellus armatus,Arietellus armatus,"Arietellus armatus Wolfenden, 1911",472,104348,"Wolfenden, 1911",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus armatus,Calanoid,urn:lsid:marinespecies.org:taxname:104348
Arietellus bispinatus,Arietellus bispinatus,"Arietellus bispinatus Rose, 1929",473,346114,"Rose, 1929",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus bispinatus,Calanoid,urn:lsid:marinespecies.org:taxname:346114
Arietellus giesbrechti,Arietellus giesbrechti,"Arietellus giesbrechti Sars G.O., 1905",474,104349,"Sars G.O., 1905",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus giesbrechti,Calanoid,urn:lsid:marinespecies.org:taxname:104349
Arietellus indicus,Arietellus indicus,"Arietellus indicus (Heinrich, 1995)",475,346115,"(Heinrich, 1995)",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus indicus,Calanoid,urn:lsid:marinespecies.org:taxname:346115
Arietellus minor,Arietellus minor,"Arietellus minor Wolfenden, 1911",476,346116,"Wolfenden, 1911",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus minor,Calanoid,urn:lsid:marinespecies.org:taxname:346116
Arietellus mohri,Arietellus mohri,"Arietellus mohri (Björnberg T.K.S., 1975)",477,346117,"(Björnberg T.K.S., 1975)",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus mohri,Calanoid,urn:lsid:marinespecies.org:taxname:346117
Arietellus pacificus,Arietellus pacificus,"Arietellus pacificus Esterly, 1913",478,346118,"Esterly, 1913",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus pacificus,Calanoid,urn:lsid:marinespecies.org:taxname:346118
Arietellus pavoninus,Arietellus pavoninus,"Arietellus pavoninus Sars G.O., 1905",479,104350,"Sars G.O., 1905",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus pavoninus,Calanoid,urn:lsid:marinespecies.org:taxname:104350
Arietellus plumifer,Arietellus plumifer,"Arietellus plumifer Sars G.O., 1905",480,104351,"Sars G.O., 1905",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus plumifer,Calanoid,urn:lsid:marinespecies.org:taxname:104351
Arietellus plumifer,Arietellus plumfer,"Arietellus plumifer Sars G.O., 1905",480,104351,"Sars G.O., 1905",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus plumifer,Calanoid,urn:lsid:marinespecies.org:taxname:104351
Arietellus setosus,Arietellus setosus,"Arietellus setosus Giesbrecht, 1893",481,104352,"Giesbrecht, 1893",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus setosus,Calanoid,urn:lsid:marinespecies.org:taxname:104352
Arietellus simplex,Arietellus simplex,"Arietellus simplex Sars G.O., 1905",482,104353,"Sars G.O., 1905",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus simplex,Calanoid,urn:lsid:marinespecies.org:taxname:104353
Arietellus tripartitus,Arietellus tripartitus,"Arietellus tripartitus Wilson C.B., 1950",483,346119,"Wilson C.B., 1950",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus tripartitus,Calanoid,urn:lsid:marinespecies.org:taxname:346119
Arietellus unisetosus,Arietellus unisetosus,"Arietellus unisetosus Lian & Qian, 1997",484,346120,"Lian & Qian, 1997",220,Species,104130,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,Arietellus,Arietellus unisetosus,Calanoid,urn:lsid:marinespecies.org:taxname:346120
Augaptilidae,Augaptilidae,"Augaptilidae Sars G.O., 1905",485,104077,"Sars G.O., 1905",140,Family,1100,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,,,Calanoid,urn:lsid:marinespecies.org:taxname:104077
Augaptilina,Augaptilina,"Augaptilina Sars G.O., 1920",486,104136,"Sars G.O., 1920",180,Genus,104077,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilina,,Calanoid,urn:lsid:marinespecies.org:taxname:104136
Augaptilina scopifera,Augaptilina scopifera,"Augaptilina scopifera Sars G.O., 1920",487,104369,"Sars G.O., 1920",220,Species,104136,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilina,Augaptilina scopifera,Calanoid,urn:lsid:marinespecies.org:taxname:104369
Augaptilus,Augaptilus,"Augaptilus Giesbrecht, 1889",488,104137,"Giesbrecht, 1889",180,Genus,104077,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,,Calanoid,urn:lsid:marinespecies.org:taxname:104137
Augaptilus anceps,Augaptilus anceps,"Augaptilus anceps Farran, 1908",489,104370,"Farran, 1908",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus anceps,Calanoid,urn:lsid:marinespecies.org:taxname:104370
Augaptilus cornutus,Augaptilus cornutus,"Augaptilus cornutus Wolfenden, 1911",490,104371,"Wolfenden, 1911",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus cornutus,Calanoid,urn:lsid:marinespecies.org:taxname:104371
Augaptilus glacialis,Augaptilus glacialis,"Augaptilus glacialis Sars G.O., 1900",491,104372,"Sars G.O., 1900",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus glacialis,Calanoid,urn:lsid:marinespecies.org:taxname:104372
Augaptilus lamellifer,Augaptilus lamellifer,"Augaptilus lamellifer Esterly, 1911",492,346122,"Esterly, 1911",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus lamellifer,Calanoid,urn:lsid:marinespecies.org:taxname:346122
Augaptilus longicaudatus,Augaptilus longicaudatus,"Augaptilus longicaudatus (Claus, 1863)",493,104373,"(Claus, 1863)",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus longicaudatus,Calanoid,urn:lsid:marinespecies.org:taxname:104373
Augaptilus megalurus,Augaptilus megalurus,"Augaptilus megalurus Giesbrecht, 1889",494,104374,"Giesbrecht, 1889",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus megalurus,Calanoid,urn:lsid:marinespecies.org:taxname:104374
Augaptilus spinifrons,Augaptilus spinifrons,"Augaptilus spinifrons Sars G.O., 1907",495,104375,"Sars G.O., 1907",220,Species,104137,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,Augaptilus spinifrons,Calanoid,urn:lsid:marinespecies.org:taxname:104375
Azygokeras,Azygokeras,"Azygokeras Koeller & Littlepage, 1976",496,346125,"Koeller & Littlepage, 1976",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Azygokeras,,Calanoid,urn:lsid:marinespecies.org:taxname:346125
Azygokeras columbiae,Azygokeras columbiae,"Azygokeras columbiae Koeller & Littlepage, 1976",497,346126,"Koeller & Littlepage, 1976",220,Species,346125,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Azygokeras,Azygokeras columbiae,Calanoid,urn:lsid:marinespecies.org:taxname:346126
Azygonectes,Azygonectes,"Azygonectes Fosshagen & Iliffe, 2004",498,346127,"Fosshagen & Iliffe, 2004",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Azygonectes,,Calanoid,urn:lsid:marinespecies.org:taxname:346127
Azygonectes intermedius,Azygonectes intermedius,"Azygonectes intermedius Fosshagen & Iliffe, 2004",499,346128,"Fosshagen & Iliffe, 2004",220,Species,346127,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Azygonectes,Azygonectes intermedius,Calanoid,urn:lsid:marinespecies.org:taxname:346128
Azygonectes plumosus,Azygonectes plumosus,"Azygonectes plumosus Fosshagen & Iliffe, 2007",500,346129,"Fosshagen & Iliffe, 2007",220,Species,346127,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Azygonectes,Azygonectes plumosus,Calanoid,urn:lsid:marinespecies.org:taxname:346129
Badijella,Badijella,"Badijella Krsinic, 2005",501,346136,"Krsinic, 2005",180,Genus,104098,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Badijella,,Calanoid,urn:lsid:marinespecies.org:taxname:346136
Badijella jalzici,Badijella jalzici,"Badijella jalzici Krsinic, 2005",502,346137,"Krsinic, 2005",220,Species,346136,Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopidae,Badijella,Badijella jalzici,Calanoid,urn:lsid:marinespecies.org:taxname:346137
Balinella,Balinella,"Balinella Fosshagen, Boxshall & Iliffe, 2001",503,346140,"Fosshagen, Boxshall & Iliffe, 2001",180,Genus,345950,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Balinella,,Calanoid,urn:lsid:marinespecies.org:taxname:346140
Balinella ornata,Balinella ornata,"Balinella ornata Fosshagen, Boxshall & Iliffe, 2001",504,346141,"Fosshagen, Boxshall & Iliffe, 2001",220,Species,346140,Animalia,Arthropoda,Copepoda,Calanoida,Epacteriscidae,Balinella,Balinella ornata,Calanoid,urn:lsid:marinespecies.org:taxname:346141
Batheuchaeta,Batheuchaeta,"Batheuchaeta Brodsky, 1950",505,104113,"Brodsky, 1950",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,,Calanoid,urn:lsid:marinespecies.org:taxname:104113
Batheuchaeta anomala,Batheuchaeta anomala,"Batheuchaeta anomala Markhaseva, 1981",506,346142,"Markhaseva, 1981",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta anomala,Calanoid,urn:lsid:marinespecies.org:taxname:346142
Batheuchaeta antarctica,Batheuchaeta antarctica,"Batheuchaeta antarctica Markhaseva, 1986",507,341257,"Markhaseva, 1986",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta antarctica,Calanoid,urn:lsid:marinespecies.org:taxname:341257
Batheuchaeta enormis,Batheuchaeta enormis,"Batheuchaeta enormis Grice & Hulsemann, 1968",508,346143,"Grice & Hulsemann, 1968",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta enormis,Calanoid,urn:lsid:marinespecies.org:taxname:346143
Batheuchaeta gurjanovae,Batheuchaeta gurjanovae,"Batheuchaeta gurjanovae (Brodsky, 1955)",509,346144,"(Brodsky, 1955)",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta gurjanovae,Calanoid,urn:lsid:marinespecies.org:taxname:346144
Batheuchaeta heptneri,Batheuchaeta heptneri,"Batheuchaeta heptneri Markhaseva, 1981",510,346145,"Markhaseva, 1981",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta heptneri,Calanoid,urn:lsid:marinespecies.org:taxname:346145
Batheuchaeta lamellata,Batheuchaeta lamellata,"Batheuchaeta lamellata Brodsky, 1950",511,104277,"Brodsky, 1950",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta lamellata,Calanoid,urn:lsid:marinespecies.org:taxname:104277
Batheuchaeta peculiaris,Batheuchaeta peculiaris,"Batheuchaeta peculiaris Markhaseva, 1983",512,341258,"Markhaseva, 1983",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta peculiaris,Calanoid,urn:lsid:marinespecies.org:taxname:341258
Batheuchaeta pubescens,Batheuchaeta pubescens,"Batheuchaeta pubescens Markhaseva, 1986",513,341259,"Markhaseva, 1986",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta pubescens,Calanoid,urn:lsid:marinespecies.org:taxname:341259
Batheuchaeta tuberculata,Batheuchaeta tuberculata,"Batheuchaeta tuberculata Markhaseva, 1986",514,346146,"Markhaseva, 1986",220,Species,104113,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Batheuchaeta,Batheuchaeta tuberculata,Calanoid,urn:lsid:marinespecies.org:taxname:346146
Bathycalanus,Bathycalanus,"Bathycalanus Sars G.O., 1905",515,104185,"Sars G.O., 1905",180,Genus,104090,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,,Calanoid,urn:lsid:marinespecies.org:taxname:104185
Bathycalanus bradyi,Bathycalanus bradyi,"Bathycalanus bradyi (Wolfenden, 1905)",516,104617,"(Wolfenden, 1905)",220,Species,104185,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,Bathycalanus bradyi,Calanoid,urn:lsid:marinespecies.org:taxname:104617
Bathycalanus eximius,Bathycalanus eximius,"Bathycalanus eximius Markhaseva, in Brodsky, Vyshkvartseva, Kos & Markhaseva, 1983",517,104618,"Markhaseva, in Brodsky, Vyshkvartseva, Kos & Markhaseva, 1983",220,Species,104185,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,Bathycalanus eximius,Calanoid,urn:lsid:marinespecies.org:taxname:104618
Bathycalanus richardi,Bathycalanus richardi,"Bathycalanus richardi Sars G.O., 1905",518,104620,"Sars G.O., 1905",220,Species,104185,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,Bathycalanus richardi,Calanoid,urn:lsid:marinespecies.org:taxname:104620
Bathycalanus unicornis,Bathycalanus unicornis,"Bathycalanus unicornis Björnberg T.K.S., 1968",519,346147,"Björnberg T.K.S., 1968",220,Species,104185,Animalia,Arthropoda,Copepoda,Calanoida,Megacalanidae,Bathycalanus,Bathycalanus unicornis,Calanoid,urn:lsid:marinespecies.org:taxname:346147
Bathypontiidae,Bathypontiidae,"Bathypontiidae Brodsky, 1950",520,104078,"Brodsky, 1950",140,Family,1100,Animalia,Arthropoda,Copepoda,Calanoida,Bathypontiidae,,,Calanoid,urn:lsid:marinespecies.org:taxname:104078
Bestiolina,Bestiolina,"Bestiolina Andronov, 1991",521,346148,"Andronov, 1991",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,,Calanoid,urn:lsid:marinespecies.org:taxname:346148
Bestiolina amoyensis,Bestiolina amoyensis,"Bestiolina amoyensis (Li & Huang, 1984)",522,346149,"(Li & Huang, 1984)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina amoyensis,Calanoid,urn:lsid:marinespecies.org:taxname:346149
Bestiolina arabica,Bestiolina arabica,"Bestiolina arabica Ali, Al-Yamani & Prusova, 2007",523,346150,"Ali, Al-Yamani & Prusova, 2007",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina arabica,Calanoid,urn:lsid:marinespecies.org:taxname:346150
Bestiolina coreana,Bestiolina coreana,"Bestiolina coreana Moon, Lee & Soh, 2010",524,479139,"Moon, Lee & Soh, 2010",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina coreana,Calanoid,urn:lsid:marinespecies.org:taxname:479139
Bestiolina inermis,Bestiolina inermis,"Bestiolina inermis (Sewell, 1912)",525,346151,"(Sewell, 1912)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina inermis,Calanoid,urn:lsid:marinespecies.org:taxname:346151
Bestiolina similis,Bestiolina similis,"Bestiolina similis (Sewell, 1914)",526,346152,"(Sewell, 1914)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina similis,Calanoid,urn:lsid:marinespecies.org:taxname:346152
Bestiolina sinica,Bestiolina sinica,"Bestiolina sinica (Shen & Lee, 1966)",527,346153,"(Shen & Lee, 1966)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina sinica,Calanoid,urn:lsid:marinespecies.org:taxname:346153
Bestiolina zeylonica,Bestiolina zeylonica,"Bestiolina zeylonica (Andronov, 1972)",528,346154,"(Andronov, 1972)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina zeylonica,Calanoid,urn:lsid:marinespecies.org:taxname:346154
