traitBucket,traitNum,trait,traitID,traitName,traitUnit,verbatimTraitName,verbatimTraitUnit,valueType
life history,37,hibernation,145,hibernationStage,,Hibernation,,categorical
life history,37,hibernation,145,hibernationStage,,Diapause,,categorical
life history,37,hibernation,146,restingEggs,,restingEggs,,categorical
life history,37,hibernation,146,restingEggs,,Resting eggs,,categorical
life history,37,hibernation,190,HIB.present,,,,binary
life history,38,clutch size,147,clutchSize,eggs clutch^-1,Mean,,numeric
life history,38,clutch size,148,clutchSize_Max,eggs clutch^-1,clutchSize_Max,,numeric
life history,38,clutch size,148,clutchSize_Max,eggs clutch^-1,Maximum,,numeric
life history,38,clutch size,149,clutchSize_Min,eggs clutch^-1,clutchSize_Min,,numeric
life history,38,clutch size,149,clutchSize_Min,eggs clutch^-1,Minimum,,numeric
life history,39,fecundity,150,fecundity,eggs female^-1,Mean,,numeric
life history,39,fecundity,150,fecundity,eggs female^-1,fecundity_Mean,,numeric
life history,39,fecundity,151,fecundity_Max,eggs female^-1,fecundity_Max,,numeric
life history,39,fecundity,151,fecundity_Max,eggs female^-1,Maximum,,numeric
life history,39,fecundity,152,fecundity_Min,eggs female^-1,fecundity_Min,,numeric
life history,39,fecundity,152,fecundity_Min,eggs female^-1,Minimum,,numeric
life history,40,egg size,153,eggWeight,ug,Offspring.weight.(mgC),mgC,numeric
life history,40,egg size,153,eggWeight,ug,Mean,ug,numeric
life history,40,egg size,154,eggDiameter,um,Mean,um,numeric
life history,40,egg size,154,eggDiameter,um,Estimated.outer.diameter,um,numeric
life history,40,egg size,154,eggDiameter,um,eggSize_Mean,um,numeric
life history,40,egg size,155,eggDiameter_Max,um,eggSize_Max,um,numeric
life history,40,egg size,155,eggDiameter_Max,um,Maximum,um,numeric
life history,40,egg size,156,eggDiameter_Min,um,eggSize_Min,um,numeric
life history,40,egg size,156,eggDiameter_Min,um,Minimum,um,numeric
life history,41,development duration,157,developmentDuration,day,Mean,day,numeric
life history,41,development duration,157,developmentDuration,day,devDuration_Mean,day,numeric
life history,41,development duration,158,developmentDuration_Max,day,devDuration_Max,day,numeric
life history,41,development duration,158,developmentDuration_Max,day,Maximum,day,numeric
life history,41,development duration,159,developmentDuration_Min,day,devDuration_Min,day,numeric
life history,41,development duration,159,developmentDuration_Min,day,Minimum,day,numeric
life history,41,development duration,160,developmentRate_15C,day^-1,Development.rate.(15°C),day-1,numeric
life history,42,life span,161,lifeSpan,day,lifeSpan_Mean,day,numeric
life history,42,life span,162,lifeSpan_Max,day,lifeSpan_Max,day,numeric
life history,42,life span,163,lifeSpan_Min,day,lifeSpan_Min,day,numeric
